1.59 6.035 -250.64770835
1.60 6.035 -250.64784119
1.61 6.035 -250.64791470
1.615 6.035 -250.64792854
1.62 6.035 -250.64792699
1.625 6.035 -250.64791054
1.63 6.035 -250.64787865
1.635 6.035 -250.64783146
1.64 6.035 -250.64776895
1.59 6.04 -250.64774874
1.60 6.04 -250.64786973
1.61 6.04 -250.64793097
1.615 6.04 -250.64793880
1.62 6.04 -250.64793207
1.625 6.04 -250.64790965
1.63 6.04 -250.64787229
1.635 6.04 -250.64781973
1.64 6.04 -250.64775169
1.59 6.045 -250.64778499
1.60 6.045 -250.64789397
1.61 6.045 -250.64794286
1.615 6.045 -250.64794509
1.62 6.045 -250.64793279
1.625 6.045 -250.64790463
1.63 6.045 -250.64786147
1.635 6.045 -250.64780314
1.64 6.045 -250.64772950
1.59 6.05 -250.64781612
1.60 6.05 -250.64791280
1.61 6.05 -250.64795027
1.615 6.05 -250.64794678
1.62 6.05 -250.64792813
1.625 6.05 -250.64789439
1.63 6.05 -250.64784582
1.635 6.05 -250.64778172
1.64 6.05 -250.64770259
1.59 6.045 -250.64778499
1.60 6.045 -250.64789397
1.61 6.045 -250.64794286
1.615 6.045 -250.64794509
1.62 6.045 -250.64793279
1.625 6.045 -250.64790463
1.63 6.045 -250.64786147
1.635 6.045 -250.64780314
1.64 6.045 -250.64772950
1.59 6.04 -250.64774874
1.60 6.04 -250.64786973
1.61 6.04 -250.64793097
1.615 6.04 -250.64793880
1.62 6.04 -250.64793207
1.625 6.04 -250.64790965
1.63 6.04 -250.64787229
1.635 6.04 -250.64781973
1.64 6.04 -250.64775169
1.59 6.035 -250.64770835
1.60 6.035 -250.64784119
1.61 6.035 -250.64791470
1.615 6.035 -250.64792854
1.62 6.035 -250.64792699
1.625 6.035 -250.64791054
1.63 6.035 -250.64787865
1.635 6.035 -250.64783146
1.64 6.035 -250.64776895
1.59 6.035 -250.64770835
1.60 6.035 -250.64784119
1.61 6.035 -250.64791470
1.615 6.035 -250.64792854
1.62 6.035 -250.64792699
1.625 6.035 -250.64791054
1.63 6.035 -250.64787865
1.635 6.035 -250.64783146
1.64 6.035 -250.64776895
