# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.299750   0.248113   0.714787
0.599500   0.428515   0.583374
0.899250   0.597845   0.567844
1.199000   0.768938   0.570204
1.498750   0.939682   0.570579
1.798500   1.111000   0.572445
2.098250   1.282863   0.580422
2.398000   1.458963   0.586906
2.697750   1.634713   0.583484
2.997500   1.808762   0.578962
3.297250   1.981801   0.577696
3.597000   2.155090   0.575564
3.896750   2.326851   0.577276
4.196500   2.501167   0.583059
4.496250   2.676396   0.584581
