# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.299750   0.275410   0.809007
0.599500   0.484999   0.688803
0.899250   0.688347   0.674617
1.199000   0.889433   0.664822
1.498750   1.086908   0.658240
1.798500   1.284047   0.657591
2.098250   1.481134   0.657370
2.398000   1.678141   0.656601
2.697750   1.874766   0.661340
2.997500   2.074614   0.661778
3.297250   2.271502   0.660171
3.597000   2.470386   0.663362
3.896750   2.669187   0.668472
4.196500   2.871135   0.673353
4.496250   3.072862   0.672985
