# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.299750   0.263287   0.761382
0.599500   0.456448   0.631848
0.899250   0.642080   0.616842
1.199000   0.826245   0.620538
1.498750   1.014092   0.626515
1.798500   1.201841   0.622785
2.098250   1.387452   0.621481
2.398000   1.574419   0.617115
2.697750   1.757412   0.614252
2.997500   1.942663   0.615608
3.297250   2.126469   0.612123
3.597000   2.309631   0.610319
3.896750   2.492355   0.614650
4.196500   2.678113   0.620450
4.496250   2.864315   0.621190
