# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.371813   0.633225
0.999167   0.632697   0.521892
1.498750   0.893270   0.526320
1.998333   1.158579   0.523292
2.497917   1.416127   0.516420
2.997500   1.674568   0.517885
3.497083   1.933580   0.530693
3.996667   2.204819   0.550680
4.496250   2.483801   0.561380
4.995833   2.765731   0.559525
5.495417   3.042860   0.537028
5.995000   3.302311   0.526465
6.494583   3.568886   0.539348
6.994167   3.841210   0.548577
7.493750   4.117006   0.543229
7.993333   4.383986   0.517387
8.492917   4.633961   0.486430
8.992500   4.870011   0.457989
9.492083   5.091568   0.462060
9.991667   5.331685   0.501190
10.491250   5.592341   0.531265
10.990833   5.862507   0.541260
11.490417   6.133150   0.541429
11.990000   6.403485   0.549515
12.489583   6.682208   0.569127
12.989167   6.972138   0.563643
13.488750   7.245382   0.514685
13.988333   7.486394   0.493696
14.487917   7.738666   0.511235
14.987500   7.997203   0.503323
15.487083   8.241570   0.482602
15.986667   8.479402   0.460186
16.486250   8.701372   0.468538
16.985833   8.947550   0.515450
17.485417   9.216393   0.531029
17.985000   9.478137   0.525560
18.484583   9.741515   0.507779
18.984167   9.985492   0.506344
19.483750   10.247437   0.514076
19.983333   10.499139   0.494025
20.482917   10.741050   0.485484
20.982500   10.984219   0.467325
21.482083   11.207985   0.451844
21.981667   11.435686   0.446874
22.481250   11.654487   0.419651
22.980833   11.854988   0.393809
23.480417   12.047967   0.397910
23.980000   12.252567   0.420407
24.479583   12.468024   0.431770
24.979167   12.683977   0.423213
25.478750   12.890884   0.450021
25.978333   13.133623   0.496163
26.477917   13.386633   0.499451
26.977500   13.632658   0.484602
27.477083   13.870831   0.482289
27.976667   14.114545   0.500600
28.476250   14.371014   0.548962
28.975833   14.663050   0.579209
29.475417   14.949741   0.557627
29.975000   15.220212   0.531172
30.474583   15.480470   0.549449
30.974167   15.769203   0.620493
31.473750   16.100446   0.659561
31.973333   16.428214   0.670277
32.472917   16.770165   0.672281
32.972500   17.099935   0.640599
33.472083   17.410229   0.648862
33.971667   17.748257   0.632016
34.471250   18.041719   0.588722
34.970833   18.336488   0.631375
35.470417   18.672569   0.670029
35.970000   19.005959   0.670867
36.469583   19.342877   0.670840
36.969167   19.676240   0.689597
37.468750   20.031899   0.685989
37.968333   20.361657   0.647993
38.467917   20.679352   0.619735
38.967500   20.980876   0.627603
39.467083   21.306432   0.666458
39.966667   21.646779   0.694454
40.466250   22.000307   0.692487
40.965833   22.338688   0.639572
41.465417   22.639346   0.598416
41.965000   22.936606   0.571075
42.464583   23.209945   0.555541
42.964167   23.491684   0.589074
43.463750   23.798529   0.564217
43.963333   24.055430   0.535838
44.462917   24.333920   0.540865
44.962500   24.595845   0.534334
45.462083   24.867808   0.552139
45.961667   25.147523   0.567174
46.461250   25.434509   0.588769
46.960833   25.735801   0.594469
47.460417   26.028482   0.612119
47.960000   26.347410   0.645848
48.459583   26.673792   0.668288
48.959167   27.015141   0.638780
49.458750   27.312040   0.594293
