# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.056699   0.057387
0.999167   0.057339   -0.004000
1.498750   0.052702   -0.004775
1.998333   0.052568   0.002108
2.497917   0.054808   0.000806
2.997500   0.053373   -0.000287
3.497083   0.054521   0.002621
3.996667   0.055992   -0.000392
4.496250   0.054129   -0.001700
4.995833   0.054293   0.000779
5.495417   0.054907   -0.000807
5.995000   0.053487   -0.001059
6.494583   0.053849   0.001789
6.994167   0.055274   -0.000581
7.493750   0.053268   -0.002466
7.993333   0.052810   0.001201
8.492917   0.054469   0.001336
8.992500   0.054145   0.000737
9.492083   0.055205   0.000538
9.991667   0.054683   -0.000300
10.491250   0.054905   -0.001784
10.990833   0.052900   -0.000605
11.490417   0.054300   0.000953
11.990000   0.053852   -0.000153
12.489583   0.054147   -0.002094
12.989167   0.051760   0.002206
13.488750   0.056352   0.002430
13.988333   0.054188   -0.004287
14.487917   0.052069   -0.000098
14.987500   0.054090   0.001589
15.487083   0.053656   -0.001012
15.986667   0.053079   0.000360
16.486250   0.054017   0.003092
16.985833   0.056169   -0.000177
17.485417   0.053840   -0.004026
17.985000   0.052146   0.001234
18.484583   0.055072   0.003179
18.984167   0.055322   0.001552
19.483750   0.056623   -0.000671
19.983333   0.054652   -0.003053
20.482917   0.053572   0.000067
20.982500   0.054719   0.001053
21.482083   0.054624   0.000886
21.981667   0.055604   0.000031
22.481250   0.054655   -0.001464
22.980833   0.054142   0.001626
23.480417   0.056280   0.000839
23.980000   0.054979   -0.001978
24.479583   0.054304   -0.000043
24.979167   0.054937   0.002035
25.478750   0.056337   -0.000574
25.978333   0.054363   -0.000659
26.477917   0.055678   0.000442
26.977500   0.054805   -0.001208
27.477083   0.054471   0.000620
27.976667   0.055425   0.000843
28.476250   0.055313   -0.001960
28.975833   0.053467   -0.000622
29.475417   0.054691   0.001973
29.975000   0.055438   -0.000947
30.474583   0.053745   -0.001010
30.974167   0.054428   0.003207
31.473750   0.056949   0.000412
31.973333   0.054839   -0.003276
32.472917   0.053676   0.000695
32.972500   0.055533   0.001989
33.472083   0.055663   -0.000298
33.971667   0.055235   -0.000862
34.471250   0.054802   0.000248
34.970833   0.055483   -0.002275
35.470417   0.052529   -0.002657
35.970000   0.052828   0.001562
36.469583   0.054090   0.002251
36.969167   0.055077   -0.001270
37.468750   0.052821   -0.001915
37.968333   0.053163   0.003003
38.467917   0.055821   0.001712
38.967500   0.054874   -0.001409
39.467083   0.054414   0.001914
39.966667   0.056786   0.000459
40.466250   0.054872   -0.004255
40.965833   0.052534   0.000015
41.465417   0.054887   0.003518
41.965000   0.056049   0.001266
42.464583   0.056152   -0.001518
42.964167   0.054533   -0.001375
43.463750   0.054778   0.000181
43.963333   0.054714   -0.000523
44.462917   0.054255   -0.000076
44.962500   0.054638   0.000939
45.462083   0.055193   -0.000113
45.961667   0.054525   0.000157
46.461250   0.055350   0.002393
46.960833   0.056916   0.000532
47.460417   0.055881   -0.003383
47.960000   0.053536   0.000013
48.459583   0.055895   0.002946
48.959167   0.056480   -0.001213
49.458750   0.054683   -0.003596
