# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.103310   0.101876
0.999167   0.101791   -0.003492
1.498750   0.099821   -0.001085
1.998333   0.100707   0.000012
2.497917   0.099833   -0.001462
2.997500   0.099246   -0.001515
3.497083   0.098319   -0.001940
3.996667   0.097308   0.002138
4.496250   0.100455   -0.000381
4.995833   0.096927   -0.001274
5.495417   0.099183   0.002168
5.995000   0.099092   0.000993
6.494583   0.100175   -0.001072
6.994167   0.098022   -0.003630
7.493750   0.096548   -0.001614
7.993333   0.096409   0.000578
8.492917   0.097126   0.003194
8.992500   0.099601   0.002441
9.492083   0.099565   -0.001670
9.991667   0.097932   -0.003195
10.491250   0.096373   0.002363
10.990833   0.100293   0.002215
11.490417   0.098587   -0.001469
11.990000   0.098825   -0.001624
12.489583   0.096964   -0.000590
12.989167   0.098235   0.002476
13.488750   0.099438   -0.001356
13.988333   0.096880   -0.000048
14.487917   0.099390   0.002053
14.987500   0.098932   0.001942
15.487083   0.101331   0.002647
15.986667   0.101576   -0.002352
16.486250   0.098981   -0.001257
16.985833   0.100320   -0.002205
17.485417   0.096777   -0.001548
17.985000   0.098773   0.006147
18.484583   0.102919   -0.002041
18.984167   0.096734   -0.000404
19.483750   0.102515   0.002994
19.983333   0.099726   -0.005899
20.482917   0.096621   0.000383
20.982500   0.100109   -0.001317
21.482083   0.095305   -0.001428
21.981667   0.098682   0.005274
22.481250   0.100574   0.003005
22.980833   0.101684   -0.000605
23.480417   0.099970   -0.003409
23.980000   0.098278   0.001586
24.479583   0.101555   0.001725
24.979167   0.100002   -0.002656
25.478750   0.098902   -0.002732
25.978333   0.097272   -0.000522
26.477917   0.098380   0.002383
26.977500   0.099653   0.000364
27.477083   0.098744   0.000266
27.976667   0.099919   -0.000200
28.476250   0.098544   0.000202
28.975833   0.100121   0.001605
29.475417   0.100147   -0.001397
29.975000   0.098725   -0.001037
30.474583   0.099111   0.001535
30.974167   0.100259   -0.000411
31.473750   0.098700   -0.003621
31.973333   0.096641   0.001299
32.472917   0.099998   0.004762
32.972500   0.101398   -0.003507
33.472083   0.096494   -0.003596
33.971667   0.097806   0.002614
34.471250   0.099105   0.001607
34.970833   0.099411   0.002318
35.470417   0.101422   -0.000484
35.970000   0.098927   -0.005127
36.469583   0.096298   0.001656
36.969167   0.100582   0.002274
37.468750   0.098571   -0.000929
37.968333   0.099653   0.000942
38.467917   0.099512   -0.004226
38.967500   0.095431   -0.001586
39.467083   0.097927   -0.000069
39.966667   0.095362   -0.000422
40.466250   0.097505   0.003756
40.965833   0.099114   0.001083
41.465417   0.098587   -0.000649
41.965000   0.098466   0.000605
42.464583   0.099192   -0.001906
42.964167   0.096562   -0.002422
43.463750   0.096772   0.003797
43.963333   0.100356   0.000934
44.462917   0.097706   -0.002041
44.962500   0.098316   0.003378
45.462083   0.101081   0.000723
45.961667   0.099039   -0.003817
46.461250   0.097268   -0.000171
46.960833   0.098868   0.001276
47.460417   0.098543   -0.002728
47.960000   0.096142   0.002593
48.459583   0.101134   0.003396
48.959167   0.099535   -0.006525
49.458750   0.094614   -0.009849
