# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.371367   0.639338
0.999167   0.638805   0.524294
1.498750   0.895224   0.519906
1.998333   1.158278   0.524394
2.497917   1.419182   0.500891
2.997500   1.658752   0.481506
3.497083   1.900286   0.493160
3.996667   2.151501   0.504435
4.496250   2.404301   0.518047
4.995833   2.669116   0.528643
5.495417   2.932503   0.541365
5.995000   3.210030   0.590394
6.494583   3.522405   0.626881
6.994167   3.836388   0.633420
7.493750   4.155297   0.641104
7.993333   4.476958   0.663824
8.492917   4.818568   0.663824
8.992500   5.140229   0.641992
9.492083   5.460025   0.633024
9.991667   5.772725   0.633066
10.491250   6.092564   0.658913
10.990833   6.431089   0.676985
11.490417   6.768985   0.679517
11.990000   7.110040   0.685957
12.489583   7.454371   0.701037
12.989167   7.810493   0.687465
13.488750   8.141263   0.663948
13.988333   8.473888   0.657523
14.487917   8.798238   0.632348
14.987500   9.105709   0.579223
15.487083   9.376978   0.548912
15.986667   9.654164   0.556499
16.486250   9.933013   0.562391
16.985833   10.216085   0.579865
17.485417   10.512396   0.578225
17.985000   10.793829   0.571295
18.484583   11.083215   0.597305
18.984167   11.390636   0.610538
19.483750   11.693245   0.586360
19.983333   11.976507   0.552723
20.482917   12.245507   0.537042
20.982500   12.513101   0.532155
21.482083   12.777219   0.530505
21.981667   13.043164   0.528435
22.481250   13.305213   0.519481
22.980833   13.562212   0.526776
23.480417   13.831551   0.543542
23.980000   14.105301   0.548469
24.479583   14.379563   0.564243
24.979167   14.669074   0.629081
25.478750   15.008119   0.680195
25.978333   15.348702   0.659673
26.477917   15.667242   0.663941
26.977500   16.012089   0.724248
27.477083   16.390887   0.771828
27.976667   16.783274   0.772967
28.476250   17.163209   0.736791
28.975833   17.519451   0.687977
29.475417   17.850613   0.676430
29.975000   18.195317   0.698881
30.474583   18.548912   0.698115
30.974167   18.892850   0.656634
31.473750   19.204999   0.620897
31.973333   19.513230   0.648758
32.472917   19.853216   0.653756
32.972500   20.166441   0.616718
33.472083   20.469420   0.573489
33.971667   20.739452   0.554347
34.471250   21.023306   0.534898
34.970833   21.273905   0.477985
35.470417   21.500892   0.462341
35.970000   21.735860   0.480614
36.469583   21.981106   0.497236
36.969167   22.232682   0.519805
37.468750   22.500478   0.557985
37.968333   22.790202   0.584666
38.467917   23.084657   0.588717
38.967500   23.378428   0.613207
39.467083   23.697353   0.632137
39.966667   24.010038   0.631093
40.466250   24.327920   0.614097
40.965833   24.623623   0.606118
41.465417   24.933533   0.660829
41.965000   25.283902   0.720439
42.464583   25.653371   0.783715
42.964167   26.066964   0.841957
43.463750   26.494627   0.861793
43.963333   26.928039   0.840222
44.462917   27.334148   0.791902
44.962500   27.719280   0.764245
45.462083   28.097756   0.777326
45.961667   28.495958   0.809740
46.461250   28.906821   0.818465
46.960833   29.313742   0.783788
47.460417   29.689956   0.712248
47.960000   30.025396   0.670889
48.459583   30.360286   0.690473
48.959167   30.715293   0.710195
49.458750   31.069890   0.709785
