# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.484466   0.887362
0.999167   0.886622   0.802888
1.498750   1.286685   0.773590
1.998333   1.659567   0.743991
2.497917   2.030056   0.727143
2.997500   2.386104   0.722906
3.497083   2.752360   0.740126
3.996667   3.125613   0.761449
4.496250   3.513174   0.740946
4.995833   3.865942   0.677165
5.495417   4.189774   0.634499
5.995000   4.499911   0.611573
6.494583   4.800838   0.593900
6.994167   5.093316   0.571216
7.493750   5.371577   0.544889
7.993333   5.637751   0.553088
8.492917   5.924204   0.573274
8.992500   6.210547   0.578647
9.492083   6.502369   0.580740
9.991667   6.790804   0.591252
10.491250   7.093129   0.611061
10.990833   7.401355   0.643980
11.490417   7.736572   0.663522
11.990000   8.064324   0.659081
12.489583   8.395103   0.678517
12.989167   8.742276   0.691235
13.488750   9.085763   0.715130
13.988333   9.456810   0.734972
14.487917   9.820122   0.715966
14.987500   10.172179   0.730850
15.487083   10.550364   0.793555
15.986667   10.965073   0.864854
16.486250   11.414497   0.906433
16.985833   11.870750   0.925407
17.485417   12.339133   0.953336
17.985000   12.823291   0.945399
18.484583   13.283744   0.951253
18.984167   13.773752   0.979822
19.483750   14.262750   0.953518
19.983333   14.726475   0.898113
20.482917   15.160115   0.869167
20.982500   15.594918   0.858260
21.482083   16.017659   0.871019
21.981667   16.465211   0.922797
22.481250   16.939687   0.931702
22.980833   17.396136   0.961313
23.480417   17.900199   1.036830
23.980000   18.432102   1.054792
24.479583   18.954112   1.034109
24.979167   19.465349   0.987377
25.478750   19.940667   0.914138
25.978333   20.378725   0.852856
26.477917   20.792812   0.835838
26.977500   21.213866   0.857840
27.477083   21.649937   0.888902
27.976667   22.102027   0.937625
28.476250   22.586781   0.953242
28.975833   23.054475   0.892593
29.475417   23.478630   0.871465
29.975000   23.925214   0.905143
30.474583   24.383019   0.915959
30.974167   24.840410   0.921632
31.473750   25.303883   0.909621
31.973333   25.749274   0.844544
32.472917   26.147723   0.809908
32.972500   26.558507   0.802443
33.472083   26.949498   0.765951
33.971667   27.323819   0.764881
34.471250   27.713741   0.776902
34.970833   28.100074   0.811908
35.470417   28.524973   0.843519
35.970000   28.942890   0.855754
36.469583   29.380013   0.895182
36.969167   29.837326   0.856436
37.468750   30.235736   0.772241
37.968333   30.608924   0.732833
38.467917   30.967958   0.693269
38.967500   31.301615   0.689628
39.467083   31.657011   0.700734
39.966667   32.001765   0.664674
40.466250   32.321130   0.582526
40.965833   32.583806   0.544618
41.465417   32.865295   0.578166
41.965000   33.161490   0.649835
42.464583   33.514588   0.755003
42.964167   33.915864   0.793635
43.463750   34.307561   0.804992
43.963333   34.720185   0.808566
44.462917   35.115454   0.788226
44.962500   35.507755   0.783615
45.462083   35.898416   0.767250
45.961667   36.274365   0.760098
46.461250   36.657880   0.719248
46.960833   36.993014   0.706748
47.460417   37.364039   0.764546
47.960000   37.756923   0.780751
48.459583   38.144140   0.826037
48.959167   38.582272   0.805159
49.458750   38.948628   0.733322
