# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.464209   0.850920
0.999167   0.850211   0.780332
1.498750   1.243891   0.794125
1.998333   1.643674   0.817798
2.497917   2.061007   0.829304
2.997500   2.472287   0.813297
3.497083   2.873626   0.777465
3.996667   3.249104   0.747175
4.496250   3.620179   0.740618
4.995833   3.989105   0.722491
5.495417   4.342068   0.685979
5.995000   4.674513   0.659380
6.494583   5.000898   0.638056
6.994167   5.312037   0.606241
7.493750   5.606634   0.624226
7.993333   5.935743   0.681547
8.492917   6.287613   0.698009
8.992500   6.633170   0.692991
9.492083   6.980026   0.717727
9.991667   7.350298   0.740844
10.491250   7.720253   0.754959
10.990833   8.104628   0.763153
11.490417   8.482770   0.763833
11.990000   8.867824   0.786132
12.489583   9.268247   0.820748
12.989167   9.687888   0.844134
13.488750   10.111678   0.883510
13.988333   10.570661   0.914620
14.487917   11.025536   0.895251
14.987500   11.465166   0.885331
15.487083   11.910129   0.899240
15.986667   12.363657   0.890665
16.486250   12.800051   0.859900
16.985833   13.222840   0.828763
17.485417   13.628124   0.780883
17.985000   14.003072   0.744677
18.484583   14.372181   0.742195
18.984167   14.744649   0.740287
19.483750   15.111851   0.770849
19.983333   15.514856   0.837257
20.482917   15.948410   0.886201
20.982500   16.400318   0.887308
21.482083   16.834979   0.835805
21.981667   17.235426   0.779406
22.481250   17.613735   0.748390
22.980833   17.983193   0.758851
23.480417   18.371954   0.797502
23.980000   18.780031   0.813087
24.479583   19.184363   0.822988
24.979167   19.602333   0.874533
25.478750   20.058167   0.914508
25.978333   20.516078   0.929717
26.477917   20.987110   0.969586
26.977500   21.484856   0.989824
27.477083   21.976108   1.002355
27.976667   22.486375   1.032703
28.476250   23.007951   1.049206
28.975833   23.534707   1.053828
29.475417   24.060901   1.010441
29.975000   24.544306   0.924721
30.474583   24.984851   0.851454
30.974167   25.395050   0.812787
31.473750   25.796961   0.805011
31.973333   26.199391   0.815309
32.472917   26.611590   0.881949
32.972500   27.080604   0.948786
33.472083   27.559586   0.983189
33.971667   28.062974   0.980772
34.471250   28.539540   0.977946
34.970833   29.040105   0.980537
35.470417   29.519260   0.943304
35.970000   29.982623   0.949101
36.469583   30.467570   0.958016
36.969167   30.939840   0.944975
37.468750   31.411757   0.945766
37.968333   31.884818   0.901290
38.467917   32.312296   0.829500
38.967500   32.713627   0.818615
39.467083   33.130229   0.867582
39.966667   33.580486   0.941019
40.466250   34.070464   0.942766
40.965833   34.522466   0.868684
41.465417   34.938424   0.848048
41.965000   35.369808   0.851020
42.464583   35.788735   0.805451
42.964167   36.174588   0.729707
43.463750   36.517834   0.671109
43.963333   36.845138   0.668218
44.462917   37.185495   0.630547
44.962500   37.475160   0.577693
45.462083   37.762707   0.588853
45.961667   38.063522   0.554966
46.461250   38.317210   0.485726
46.960833   38.548844   0.482165
47.460417   38.798973   0.488761
47.960000   39.037198   0.506083
48.459583   39.304635   0.531367
48.959167   39.568122   0.510029
49.458750   39.814239   0.492645
