# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.499583   0.127371   0.123620
0.999167   0.123516   -0.005139
1.498750   0.122236   -0.002878
1.998333   0.120640   -0.004080
2.497917   0.118159   -0.002506
2.997500   0.118137   0.001819
3.497083   0.119977   0.005330
3.996667   0.123462   0.001071
4.496250   0.121047   -0.002412
4.995833   0.121051   0.000653
5.495417   0.121699   0.000311
5.995000   0.121362   0.000902
6.494583   0.122600   0.000247
6.994167   0.121609   0.002895
7.493750   0.125493   -0.000229
7.993333   0.121380   -0.002864
8.492917   0.122632   0.002024
8.992500   0.123402   0.001974
9.492083   0.124604   -0.000168
9.991667   0.123235   -0.001413
10.491250   0.123193   -0.000112
10.990833   0.123123   -0.000679
11.490417   0.122514   0.001783
11.990000   0.124904   0.000306
12.489583   0.122820   -0.003582
12.989167   0.121325   0.000694
13.488750   0.123513   0.001882
13.988333   0.123205   -0.001979
14.487917   0.121535   -0.001509
14.987500   0.121698   -0.000501
15.487083   0.121035   0.000216
15.986667   0.121913   0.001461
16.486250   0.122494   0.001489
16.985833   0.123401   -0.001342
17.485417   0.121153   -0.002367
17.985000   0.121036   0.000652
18.484583   0.121805   0.000293
18.984167   0.121330   -0.000380
19.483750   0.121425   0.001743
19.983333   0.123071   -0.000620
20.482917   0.120805   -0.002513
20.982500   0.120560   -0.001450
21.482083   0.119356   0.000099
21.981667   0.120659   0.005691
22.481250   0.125043   0.001611
22.980833   0.122269   -0.002706
23.480417   0.122339   -0.000553
23.980000   0.121717   -0.002807
24.479583   0.119534   0.001233
24.979167   0.122949   -0.000023
25.478750   0.119512   -0.003058
25.978333   0.119893   0.001478
26.477917   0.120989   0.001942
26.977500   0.121834   0.000137
27.477083   0.121125   0.002340
27.976667   0.124172   -0.003261
28.476250   0.117867   -0.002290
28.975833   0.121884   0.005275
29.475417   0.123137   -0.000291
29.975000   0.121594   -0.001315
30.474583   0.121824   -0.000298
30.974167   0.121296   0.001140
31.473750   0.122963   0.001684
31.973333   0.122979   -0.003024
32.472917   0.119941   -0.000223
32.972500   0.122756   -0.000365
33.472083   0.119576   0.001674
33.971667   0.124428   0.000892
34.471250   0.120467   -0.001892
34.970833   0.122538   0.003584
35.470417   0.124048   -0.001301
35.970000   0.121239   -0.000922
36.469583   0.123127   -0.001465
36.969167   0.119775   0.000340
37.468750   0.123466   -0.001124
37.968333   0.118652   -0.005173
38.467917   0.118298   0.004107
38.967500   0.122755   0.001947
39.467083   0.120243   -0.003056
39.966667   0.119701   -0.000470
40.466250   0.119773   -0.000944
40.965833   0.118758   0.001149
41.465417   0.120920   0.001800
41.965000   0.120557   -0.002643
42.464583   0.118280   -0.003461
42.964167   0.117098   0.000124
43.463750   0.118404   -0.000340
43.963333   0.116759   0.005133
44.462917   0.123533   0.001855
44.962500   0.118612   -0.002769
45.462083   0.120766   -0.001555
45.961667   0.117058   0.000722
46.461250   0.121487   0.002955
46.960833   0.120010   0.000474
47.460417   0.121960   0.000340
47.960000   0.120350   0.000066
48.459583   0.122026   0.001279
48.959167   0.121628   -0.000067
49.458750   0.121959   0.000663
