# 	 t 	 T	E	K
5.02	3057.28080978	-2127.37465947	341.044239948
5.04	3106.32380446	-2132.59893883	346.515059243
5.06	3037.07604624	-2124.87564396	338.790368402
5.08	2954.34311755	-2115.17917486	329.561386657
5.1	3001.7313616	-2121.32753836	334.847616049
5.12	2992.67936916	-2119.26908119	333.837852774
5.14	3155.07932378	-2138.35704504	351.953810233
5.16	3152.32260567	-2137.24606837	351.646294212
5.18	3153.35114911	-2138.0673439	351.761029767
5.2	3069.11354328	-2127.97308047	342.364199041
5.22	3041.39172082	-2125.29241225	339.271788346
5.24	3049.43998379	-2125.92629231	340.1695841
5.26	3098.73112038	-2132.02752513	345.668083996
5.28	2987.18947776	-2119.21475624	333.22544719
5.3	2974.86857116	-2117.73210225	331.851031659
5.32	3098.2417752	-2132.25005548	345.61349681
5.34	3023.74234753	-2122.90662802	337.302974399
5.36	3100.89056403	-2132.4561414	345.90897316
5.38	3072.01627426	-2128.68376119	342.688003017
5.4	3054.45473174	-2126.67261079	340.728986723
5.42	3054.0007841	-2126.79830602	340.678348185
5.44	3050.7819261	-2126.16613163	340.319279769
5.46	3089.52460062	-2130.98304368	344.641082968
5.48	3029.37580793	-2123.36676467	337.93139532
5.5	3127.33115105	-2135.39354692	348.858460127
5.52	3058.16050614	-2126.76470642	341.142371391
5.54	3056.44502783	-2127.32063662	340.951007223
5.56	3032.98811413	-2124.26732887	338.334353471
5.58	3073.90149909	-2129.20298846	342.898302662
5.6	3015.37505755	-2122.28052283	336.369590707
5.62	2994.78659658	-2119.75450849	334.07291714
5.64	3068.43268382	-2128.9041876	342.288248152
5.66	2938.6411557	-2113.25543074	327.809809365
5.68	2979.65671049	-2118.56356948	332.385155752
5.7	3024.47870751	-2123.50199224	337.385116455
5.72	3021.39596662	-2122.95099206	337.041232105
5.74	3010.5669387	-2121.88120417	335.833237869
5.76	2960.791375	-2116.47464283	330.280699405
5.78	2881.02887369	-2107.11361218	321.38307327
5.8	2976.9772004	-2118.38846488	332.0862524
5.82	3053.32639078	-2126.95689755	340.603118603
5.84	2995.94663549	-2119.54941167	334.202321212
5.86	3069.88186997	-2129.13776839	342.44990703
5.88	2989.47481339	-2119.27830099	333.480379793
5.9	3032.77342532	-2124.54707641	338.310404614
5.92	3092.18867013	-2130.63961511	344.9382639
5.94	3127.95543822	-2135.76121306	348.928100293
5.96	2923.10522748	-2111.68392624	326.07675337
5.98	2959.41519206	-2116.00503535	330.127184143
6.0	3087.31944349	-2131.05561424	344.395094397
6.02	3002.24298875	-2120.87348814	334.904688821
6.04	2955.96835357	-2115.21122907	329.742684162
6.06	3028.84466846	-2124.3528303	337.872145918
6.08	2941.9219176	-2114.08828325	328.175783253
6.1	2924.17939069	-2112.21599929	326.196577881
6.12	3000.0760935	-2120.87098466	334.66296842
6.14	2978.01712821	-2118.22216214	332.2022579
6.16	2983.8125827	-2119.05824235	332.848749503
6.18	3003.17024739	-2121.00810801	335.008125907
6.2	3034.35817696	-2124.96490943	338.487186026
6.22	2985.9055289	-2119.30899573	333.082220777
6.24	2983.70764041	-2119.19333598	332.837043034
6.26	3050.17255441	-2126.2049661	340.251303446
6.28	3117.66611841	-2134.27319587	347.780311303
6.3	3026.58124452	-2123.15040379	337.619657598
6.32	3108.68102616	-2133.10410336	346.778010845
6.34	3054.47843716	-2127.14540992	340.731631097
6.36	2914.30842113	-2110.42283397	325.095456485
6.38	3011.81910073	-2122.44056638	335.972918414
6.4	3001.91506736	-2120.91081673	334.8681087
6.42	2962.43425963	-2116.50086546	330.463965639
6.44	2962.35539251	-2116.37633258	330.455167894
6.46	3054.91010671	-2127.14439674	340.77978448
6.48	3029.81781187	-2123.76131881	337.980701519
6.5	3062.6193945	-2127.86197734	341.639767046
6.52	3001.99968753	-2120.74991533	334.877548206
6.54	2975.15494959	-2117.78412791	331.882977601
6.56	3068.59906212	-2128.61182074	342.306807899
6.58	3072.18740484	-2128.36711896	342.707092888
6.6	3087.79432123	-2130.58246476	344.448067719
6.62	3050.09852541	-2126.28460665	340.243045401
6.64	2961.68503271	-2116.11814393	330.380388257
6.66	3011.86831942	-2122.11083055	335.978408831
6.68	3083.39755728	-2130.00071251	343.957602134
6.7	3098.94350453	-2131.9936548	345.691775765
6.72	3032.79822002	-2124.43786362	338.3131705
6.74	2976.17960681	-2117.81679796	331.997279644
6.76	3017.01649305	-2122.63333665	336.552695288
6.78	3046.03994803	-2125.80923755	339.790305034
6.8	3054.12281496	-2127.11456402	340.69196091
6.82	2984.39321011	-2118.64139891	332.913519357
6.84	2997.54883657	-2120.37925408	334.381049136
6.86	3009.48255836	-2121.72921026	335.712273623
6.88	3036.78450593	-2125.04229655	338.757846645
6.9	2978.80835182	-2118.02176184	332.290520075
6.92	3033.32703773	-2124.49482529	338.372160905
6.94	3030.81339244	-2124.18333362	338.091760018
6.96	2924.6046044	-2111.96258024	326.244011105
6.98	2974.91073531	-2117.93203287	331.855735133
7.0	2966.76044692	-2117.02219143	330.946558292
7.02	2916.5977058	-2110.96261669	325.350829609
7.04	2980.9117003	-2118.7389371	332.525151739
7.06	2913.38265874	-2110.75432496	324.992186308
7.08	2943.33449232	-2114.30654102	328.333358073
7.1	2998.14707204	-2120.593633	334.447783195
7.12	2962.84044658	-2116.37286225	330.509276399
7.14	2937.50269751	-2113.4367082	327.682812653
7.16	2972.29473084	-2117.46135099	331.563915928
7.18	3039.02699698	-2125.55555546	339.007999871
7.2	2962.85159494	-2116.24178888	330.510520016
7.22	2989.41303846	-2119.9687109	333.473488707
