3.95 10.8 -47.10500682
3.95 11.2 -47.11061556
3.95 11.6 -47.11440939
3.95 12.0 -47.11697662
3.95 12.4 -47.11869725
3.95 12.9 -47.12005901
3.95 13.3 -47.12070657
3.95 13.7 -47.12114490
3.95 14.1 -47.12141317
3.95 14.5 -47.12157790
4.11 10.8 -47.42015862
4.11 11.2 -47.42625241
4.11 11.6 -47.43042958
4.11 12.0 -47.43328770
4.11 12.4 -47.43520649
4.11 12.9 -47.43675163
4.11 13.3 -47.43751380
4.11 13.7 -47.43802419
4.11 14.1 -47.43834271
4.11 14.5 -47.43854290
4.26 10.8 -47.61424120
4.26 11.2 -47.62076488
4.26 11.6 -47.62525714
4.26 12.0 -47.62837555
4.26 12.4 -47.63048317
4.26 12.9 -47.63219386
4.26 13.3 -47.63305073
4.26 13.7 -47.63362865
4.26 14.1 -47.63400115
4.26 14.5 -47.63423320
4.42 10.8 -47.73587245
4.42 11.2 -47.74279364
4.42 11.6 -47.74762190
4.42 12.0 -47.75096762
4.42 12.4 -47.75327499
4.42 12.9 -47.75516011
4.42 13.3 -47.75612490
4.42 13.7 -47.75676567
4.42 14.1 -47.75719282
4.42 14.5 -47.75746916
4.57 10.8 -47.78668077
4.57 11.2 -47.79391834
4.57 11.6 -47.79900217
4.57 12.0 -47.80256013
4.57 12.4 -47.80501275
4.57 12.9 -47.80705875
4.57 13.3 -47.80810810
4.57 13.7 -47.80882063
4.57 14.1 -47.80929099
4.57 14.5 -47.80960500
4.73 10.8 -47.78826348
4.73 11.2 -47.79576668
4.73 11.6 -47.80107986
4.73 12.0 -47.80482234
4.73 12.4 -47.80743653
4.73 12.9 -47.80961554
4.73 13.3 -47.81075579
4.73 13.7 -47.81153139
4.73 14.1 -47.81205736
4.73 14.5 -47.81240194
4.88 10.8 -47.75156137
4.88 11.2 -47.75923139
4.88 11.6 -47.76470151
4.88 12.0 -47.76857969
4.88 12.4 -47.77131152
4.88 12.9 -47.77361008
4.88 13.3 -47.77481939
4.88 13.7 -47.77564951
4.88 14.1 -47.77621453
4.88 14.5 -47.77659519
5.04 10.8 -47.68158540
