# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.249792   0.109175   0.181168
0.499583   0.090508   -0.056163
0.749375   0.081117   0.003393
0.999167   0.092204   0.013097
1.248958   0.087660   -0.007827
1.498750   0.088293   0.004345
1.748542   0.089831   0.003451
1.998333   0.090017   -0.001703
2.248125   0.088980   -0.002420
2.497917   0.088809   0.004611
2.747708   0.091283   -0.002667
2.997500   0.087476   -0.001432
3.247292   0.090568   0.004855
3.497083   0.089902   -0.005058
3.746875   0.088041   0.000252
3.996667   0.090027   -0.000046
4.246458   0.088018   -0.002247
4.496250   0.088905   0.000333
4.746042   0.088185   0.006073
4.995833   0.091938   -0.005060
5.245625   0.085657   -0.005861
5.495417   0.089010   0.010894
5.745208   0.091099   -0.004169
5.995000   0.086928   -0.003307
6.244792   0.089447   0.008517
6.494583   0.091182   -0.004189
6.744375   0.087354   -0.000116
6.994167   0.091124   0.006130
7.243958   0.090416   -0.004441
7.493750   0.088906   -0.003107
7.743542   0.088864   0.007402
7.993333   0.092604   -0.002695
8.243125   0.087518   -0.002509
8.492917   0.091350   0.004678
8.742708   0.089855   -0.005858
8.992500   0.088424   0.006218
9.242292   0.092961   -0.001143
9.492083   0.087853   -0.002111
9.741875   0.091907   0.007321
9.991667   0.091510   -0.006863
10.241458   0.088478   0.001052
10.491250   0.092036   0.000901
10.741042   0.088928   -0.001934
10.990833   0.091070   0.003039
11.240625   0.090446   -0.003478
11.490417   0.089332   0.003453
11.740208   0.092171   -0.000633
11.990000   0.089016   -0.002857
12.239792   0.090744   0.000111
12.489583   0.089072   -0.000543
12.739375   0.090473   0.002341
12.989167   0.090241   -0.001328
13.238958   0.089809   0.001411
13.488750   0.090946   -0.002799
13.738542   0.088411   0.001737
13.988333   0.091814   0.005851
14.238125   0.091334   -0.000577
14.487917   0.091526   -0.000529
14.737708   0.091070   -0.001040
14.987500   0.091006   0.001549
15.237292   0.091844   -0.002591
15.487083   0.089712   0.000825
15.736875   0.092256   0.000748
15.986667   0.090086   -0.002453
16.236458   0.091030   0.007163
16.486250   0.093665   -0.002980
16.736042   0.089542   -0.003150
16.985833   0.092091   -0.000895
17.235625   0.089095   -0.004986
17.485417   0.089600   0.004337
17.735208   0.091262   -0.000753
17.985000   0.089224   -0.000969
18.234792   0.090777   0.004754
18.484583   0.091599   -0.002763
18.734375   0.089397   0.002161
18.984167   0.092678   -0.002047
19.233958   0.088374   -0.006336
19.483750   0.089513   0.004268
19.733542   0.090506   0.000333
19.983333   0.089679   -0.002269
20.233125   0.089373   0.005553
20.482917   0.092453   -0.002401
20.732708   0.088173   -0.004789
20.982500   0.090061   0.003756
21.232292   0.090049   0.000498
21.482083   0.090310   0.003602
21.731875   0.091849   -0.005257
21.981667   0.087683   -0.000695
22.231458   0.091502   0.007716
22.481250   0.091538   -0.003571
22.731042   0.089718   0.000748
22.980833   0.091912   -0.000644
23.230625   0.089396   -0.003957
23.480417   0.089935   0.005506
23.730208   0.092147   0.003054
23.980000   0.091461   -0.003189
24.229792   0.090554   -0.001811
24.479583   0.090556   0.001685
24.729375   0.091396   -0.000537
24.979167   0.090288   -0.001850
25.228958   0.090472   -0.001181
25.478750   0.089698   -0.003006
25.728542   0.088970   0.002447
25.978333   0.090920   0.000078
26.228125   0.089009   -0.000208
26.477917   0.090817   0.000592
26.727708   0.089305   -0.005908
26.977500   0.087865   0.006113
27.227292   0.092359   0.003460
27.477083   0.089594   -0.005375
27.726875   0.089674   0.001757
27.976667   0.090471   0.000641
28.226458   0.089994   -0.001269
28.476250   0.089837   -0.001379
28.726042   0.089305   -0.000957
28.975833   0.089359   0.003491
29.225625   0.091049   -0.003751
29.475417   0.087485   -0.002644
29.725208   0.089728   0.003695
29.975000   0.089331   -0.000099
30.224792   0.089678   0.001570
30.474583   0.090116   -0.000861
30.724375   0.089248   -0.001116
30.974167   0.089558   -0.002774
31.223958   0.087862   0.001574
31.473750   0.090344   0.003242
31.723542   0.089482   -0.005606
31.973333   0.087543   0.002901
32.223125   0.090931   -0.001818
32.472917   0.086635   -0.005092
32.722708   0.088387   0.001084
32.972500   0.087176   0.001184
33.222292   0.088978   0.002072
33.472083   0.088212   -0.004557
33.721875   0.086702   0.000882
33.971667   0.088652   0.004729
34.221458   0.089064   -0.001539
34.471250   0.087884   0.001045
34.721042   0.089586   0.001037
34.970833   0.088402   -0.003746
35.220625   0.087715   -0.001432
35.470417   0.087686   0.003278
35.720208   0.089352   0.001963
35.970000   0.088667   -0.002161
36.219792   0.088272   0.000069
36.469583   0.088701   -0.000760
36.719375   0.087893   -0.002200
36.969167   0.087602   0.005306
37.218958   0.090544   0.001530
37.468750   0.088367   -0.004388
37.718542   0.088351   -0.001282
37.968333   0.087726   0.002269
38.218125   0.089485   -0.001504
38.467917   0.086975   0.001753
38.717708   0.090361   0.000429
38.967500   0.087189   -0.001245
39.217292   0.089739   0.004117
39.467083   0.089246   -0.002358
39.716875   0.088560   -0.001123
39.966667   0.088685   0.004311
40.216458   0.090714   -0.001237
40.466250   0.088067   -0.003653
40.716042   0.088889   0.005428
40.965833   0.090778   0.001838
41.215625   0.089808   -0.000394
41.465417   0.090582   -0.001335
41.715208   0.089141   0.000960
41.965000   0.091061   -0.000881
42.214792   0.088701   0.001531
42.464583   0.091826   0.004742
42.714375   0.091070   -0.006939
42.964167   0.088359   0.004996
43.213958   0.093566   0.003017
43.463750   0.089867   -0.007005
43.713542   0.090066   0.004012
43.963333   0.091871   -0.001444
44.213125   0.089345   -0.005475
44.462917   0.089136   0.005027
44.712708   0.091856   0.001501
44.962500   0.089886   -0.007049
45.212292   0.088334   0.005481
45.462083   0.092624   0.000237
45.711875   0.088453   -0.004228
45.961667   0.090512   0.006131
46.211458   0.091516   -0.001064
46.461250   0.089980   -0.004319
46.711042   0.089358   0.004804
46.960833   0.092380   -0.002960
47.210625   0.087879   -0.006731
47.460417   0.089017   0.008406
47.710208   0.092079   -0.001595
47.960000   0.088221   -0.002194
48.209792   0.090983   0.004474
48.459583   0.090456   -0.005453
48.709375   0.088258   -0.001147
48.959167   0.089883   0.000825
49.208958   0.088671   0.003076
49.458750   0.091420   0.000168
49.708542   0.088755   -0.010668
