# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.249792   0.133404   0.231335
0.499583   0.115571   -0.062698
0.749375   0.102081   0.001253
0.999167   0.116197   0.015689
1.248958   0.109919   -0.011522
1.498750   0.110441   -0.000752
1.748542   0.109543   0.003606
1.998333   0.112242   -0.002558
2.248125   0.108265   -0.004513
2.497917   0.109988   0.004924
2.747708   0.110726   0.000842
2.997500   0.110408   -0.000441
3.247292   0.110505   -0.005822
3.497083   0.107500   -0.005061
3.746875   0.107977   0.006636
3.996667   0.110815   0.005276
4.246458   0.110613   -0.007290
4.496250   0.107173   -0.001002
4.746042   0.110112   0.008475
4.995833   0.111407   0.002521
5.245625   0.111372   -0.008647
5.495417   0.107087   0.004803
5.745208   0.113771   0.005403
5.995000   0.109786   -0.007481
6.244792   0.110034   0.011092
6.494583   0.115328   0.000398
6.744375   0.110233   -0.006302
6.994167   0.112179   0.011327
7.243958   0.115891   -0.006420
7.493750   0.108972   0.001677
7.743542   0.116729   0.003778
7.993333   0.110859   -0.006772
8.243125   0.113346   0.007847
8.492917   0.114779   0.002494
8.742708   0.114592   -0.000507
8.992500   0.114526   -0.007772
9.242292   0.110709   -0.000075
9.492083   0.114489   0.001296
9.741875   0.111357   0.000504
9.991667   0.114741   0.000898
10.241458   0.111805   -0.003914
10.491250   0.112785   0.000673
10.741042   0.112142   -0.000225
10.990833   0.112673   -0.006810
11.240625   0.108739   -0.002483
11.490417   0.111432   0.005851
11.740208   0.111662   -0.005670
11.990000   0.108599   0.002927
12.239792   0.113124   -0.000464
12.489583   0.108367   -0.005633
12.739375   0.110310   0.008814
12.989167   0.112771   -0.004428
13.238958   0.108098   -0.011628
13.488750   0.106962   0.006963
13.738542   0.111576   0.013681
13.988333   0.113797   -0.000433
14.238125   0.111360   -0.007886
14.487917   0.109857   0.007878
14.737708   0.115296   0.000880
14.987500   0.110297   -0.004352
15.237292   0.113122   0.015001
15.487083   0.117791   -0.001706
15.736875   0.112270   -0.016145
15.986667   0.109725   0.002027
16.236458   0.113282   0.004484
16.486250   0.111965   0.007309
16.736042   0.116934   -0.001076
16.985833   0.111428   -0.008552
17.235625   0.112661   0.010734
17.485417   0.116790   0.001418
17.735208   0.113370   -0.005126
17.985000   0.114229   0.005239
18.234792   0.115987   0.006486
18.484583   0.117470   -0.010092
18.734375   0.110945   -0.008113
18.984167   0.113417   0.014019
19.233958   0.117949   -0.003143
19.483750   0.111847   -0.013946
19.733542   0.110982   -0.001448
19.983333   0.111124   0.000559
20.233125   0.111261   -0.001468
20.482917   0.110390   0.001985
20.732708   0.112253   -0.001696
20.982500   0.109543   -0.009040
21.232292   0.107736   0.008592
21.482083   0.113835   0.003298
21.731875   0.109384   -0.004931
21.981667   0.111372   0.001479
22.231458   0.110123   0.001621
22.481250   0.112182   0.000757
22.731042   0.110501   -0.001487
22.980833   0.111439   0.008775
23.230625   0.114885   -0.006318
23.480417   0.108283   -0.012799
23.730208   0.108491   0.003529
23.980000   0.110045   0.005385
24.229792   0.111181   -0.000081
24.479583   0.110005   -0.003122
24.729375   0.109621   -0.000027
24.979167   0.109992   0.006325
25.228958   0.112781   0.005073
25.478750   0.112526   0.000048
25.728542   0.112805   -0.003338
25.978333   0.110858   -0.001311
26.228125   0.112150   0.000381
26.477917   0.111049   0.006346
26.727708   0.115321   -0.009736
26.977500   0.106184   -0.009612
27.227292   0.110519   0.010319
27.477083   0.111340   -0.000837
27.726875   0.110101   0.000591
27.976667   0.111635   0.002029
28.226458   0.111115   -0.003493
28.476250   0.109890   -0.002388
28.726042   0.109922   -0.004525
28.975833   0.107630   0.009711
29.225625   0.114773   -0.002383
29.475417   0.106439   -0.008301
29.725208   0.110626   0.014157
29.975000   0.113512   -0.008565
30.224792   0.106347   -0.006209
30.474583   0.110410   0.011385
30.724375   0.112035   -0.000785
30.974167   0.110018   -0.007057
31.223958   0.108509   0.009330
31.473750   0.114679   0.003625
31.723542   0.110320   -0.008724
31.973333   0.110321   0.001474
32.223125   0.111057   -0.003106
32.472917   0.108769   -0.000042
32.722708   0.111035   0.005875
32.972500   0.111705   0.000710
33.222292   0.111390   -0.005320
33.472083   0.109047   0.000466
33.721875   0.111623   0.007857
33.971667   0.112972   0.003184
34.221458   0.113213   -0.004107
34.471250   0.110920   0.000575
34.721042   0.113501   0.000170
34.970833   0.111005   0.000044
35.220625   0.113523   0.006887
35.470417   0.114446   -0.009119
35.720208   0.108967   0.000748
35.970000   0.114820   0.015252
36.219792   0.116587   -0.012423
36.469583   0.108614   -0.005525
36.719375   0.113826   0.013804
36.969167   0.115510   -0.005558
37.218958   0.111049   -0.003208
37.468750   0.113908   0.009130
37.718542   0.115611   -0.007978
37.968333   0.109922   -0.007012
38.218125   0.112108   0.020038
38.467917   0.119933   -0.003850
38.717708   0.110184   -0.008754
38.967500   0.115559   0.013212
39.217292   0.116785   -0.006924
39.467083   0.112100   -0.002843
39.716875   0.115365   0.005059
39.966667   0.114628   -0.010301
40.216458   0.110218   -0.000803
40.466250   0.114226   0.007477
40.716042   0.113954   -0.005126
40.965833   0.111665   0.002276
41.215625   0.115091   0.004929
41.465417   0.114128   -0.012646
41.715208   0.108773   -0.000464
41.965000   0.113896   0.009246
42.214792   0.113392   -0.010821
42.464583   0.108490   -0.008086
42.714375   0.109352   0.009640
42.964167   0.113306   -0.001642
43.213958   0.108532   -0.002431
43.463750   0.112091   0.005685
43.713542   0.111372   -0.006977
43.963333   0.108606   -0.010175
44.213125   0.106289   0.016382
44.462917   0.116790   0.004239
44.712708   0.108406   -0.009560
44.962500   0.112014   0.004760
45.212292   0.110784   -0.002842
45.462083   0.110594   -0.003544
45.711875   0.109014   0.008937
45.961667   0.115059   0.001330
46.211458   0.109678   -0.006416
46.461250   0.111854   0.015681
46.711042   0.117512   -0.006759
46.960833   0.108477   -0.012546
47.210625   0.111244   0.013776
47.460417   0.115360   -0.003767
47.710208   0.109362   -0.007139
47.960000   0.111793   0.007814
48.209792   0.113266   -0.000999
48.459583   0.111294   -0.002966
48.709375   0.111784   -0.004066
48.959167   0.109263   -0.000440
49.208958   0.111564   0.007177
49.458750   0.112848   -0.004810
49.708542   0.109161   -0.005409
49.958333   0.110146   0.001839
50.208125   0.110080   0.006530
50.457917   0.113408   -0.007527
50.707708   0.106320   -0.004763
50.957500   0.111029   0.005400
51.207292   0.109017   -0.008793
51.457083   0.106636   0.005873
51.706875   0.111952   -0.000413
51.956667   0.106429   -0.004275
52.206458   0.109816   0.002393
52.456250   0.107625   -0.003270
52.706042   0.108182   -0.002687
52.955833   0.106282   0.001570
53.205625   0.108967   0.004175
53.455417   0.108368   0.002183
53.705208   0.110057   -0.001739
53.955000   0.107499   0.003286
54.204792   0.111699   -0.002273
54.454583   0.106363   -0.005127
54.704375   0.109138   0.011106
