# Time t    MSD(t)    d/dt MSD(t)
0.000000   0.000000   0.000000
0.249792   0.143369   0.246165
0.499583   0.122980   -0.067833
0.749375   0.109481   -0.005572
0.999167   0.120197   0.018086
1.248958   0.118516   -0.004123
1.498750   0.118137   -0.000271
1.748542   0.118381   -0.002385
1.998333   0.116945   -0.003324
2.248125   0.116721   0.001904
2.497917   0.117896   0.002990
2.747708   0.118214   -0.009326
2.997500   0.113237   -0.000233
3.247292   0.118098   0.006611
3.497083   0.116540   -0.006091
3.746875   0.115055   0.001856
3.996667   0.117467   0.005521
4.246458   0.117813   -0.017921
4.496250   0.108514   0.001705
4.746042   0.118665   0.016666
4.995833   0.116840   -0.008991
5.245625   0.114173   0.003984
5.495417   0.118831   0.000631
5.745208   0.114488   -0.009341
5.995000   0.114164   0.001769
6.244792   0.115372   0.001571
6.494583   0.114949   0.004841
6.744375   0.117791   0.000764
6.994167   0.115331   -0.005435
7.243958   0.115076   0.002567
7.493750   0.116613   0.002005
7.743542   0.116077   0.001670
7.993333   0.117447   -0.000182
8.243125   0.115986   0.000151
8.492917   0.117523   0.001463
8.742708   0.116717   0.001435
8.992500   0.118240   0.000941
9.242292   0.117187   -0.007491
9.492083   0.114497   0.000376
9.741875   0.117375   -0.001009
9.991667   0.113993   -0.001947
10.241458   0.116402   0.000506
10.491250   0.114246   0.000656
10.741042   0.116730   0.002604
10.990833   0.115547   0.000180
11.240625   0.116820   -0.002234
11.490417   0.114431   -0.003305
11.740208   0.115169   0.004294
11.990000   0.116576   -0.009417
12.239792   0.110464   0.005732
12.489583   0.119440   0.009797
12.739375   0.115359   -0.015676
12.989167   0.111608   0.009376
13.238958   0.120043   0.001767
13.488750   0.112491   -0.013358
13.738542   0.113369   0.001482
13.988333   0.113232   0.000130
14.238125   0.113434   -0.001802
14.487917   0.112332   0.007066
14.737708   0.116964   0.001165
14.987500   0.112914   -0.005053
15.237292   0.114440   0.006993
15.487083   0.116407   -0.001347
15.736875   0.113767   -0.009734
15.986667   0.111544   -0.000816
16.236458   0.113359   0.005510
16.486250   0.114297   0.006106
16.736042   0.116409   -0.003980
16.985833   0.112308   -0.004623
17.235625   0.114100   0.004025
17.485417   0.114319   -0.002564
17.735208   0.112819   -0.004329
17.985000   0.112156   0.000342
18.234792   0.112990   0.003448
18.484583   0.113879   -0.010141
18.734375   0.107924   0.000502
18.984167   0.114130   0.017265
19.233958   0.116549   -0.012690
19.483750   0.107790   -0.003901
19.733542   0.114600   0.011500
19.983333   0.113536   -0.001898
20.233125   0.113652   -0.003691
20.482917   0.111692   -0.001849
20.732708   0.112728   0.000931
20.982500   0.112157   0.006229
21.232292   0.115840   0.003194
21.482083   0.113753   -0.011668
21.731875   0.110011   -0.005017
21.981667   0.111246   0.006740
22.231458   0.113378   -0.000005
22.481250   0.111244   -0.000401
22.731042   0.113178   0.009191
22.980833   0.115836   -0.000254
23.230625   0.113051   -0.004334
23.480417   0.113670   0.008517
23.730208   0.117305   -0.004790
23.980000   0.111277   -0.007957
24.229792   0.113330   0.005114
24.479583   0.113832   0.004835
24.729375   0.115746   0.001946
24.979167   0.114805   -0.006188
25.228958   0.112654   0.002107
25.478750   0.115857   0.009765
25.728542   0.117532   -0.004914
25.978333   0.113402   -0.006438
26.228125   0.114316   0.012935
26.477917   0.119864   -0.004619
26.727708   0.112009   -0.004111
26.977500   0.117811   0.005068
27.227292   0.114541   0.001222
27.477083   0.118421   -0.006259
27.726875   0.111414   -0.007478
27.976667   0.114685   0.012709
28.226458   0.117763   0.003297
28.476250   0.116332   -0.001417
28.726042   0.117055   -0.011484
28.975833   0.110595   -0.001589
29.225625   0.116261   0.006139
29.475417   0.113662   -0.006360
29.725208   0.113084   0.003300
29.975000   0.115311   -0.001753
30.224792   0.112208   0.002072
30.474583   0.116346   0.006068
30.724375   0.115240   -0.003799
30.974167   0.114448   -0.009317
31.223958   0.110585   0.004705
31.473750   0.116798   0.008463
31.723542   0.114813   -0.007874
31.973333   0.112865   0.003699
32.223125   0.116661   0.001645
32.472917   0.113687   -0.004402
32.722708   0.114462   0.006531
32.972500   0.116949   -0.004754
33.222292   0.112087   0.005400
33.472083   0.119647   0.011113
33.721875   0.117639   -0.002279
33.971667   0.118509   -0.001253
34.221458   0.117013   0.000592
34.471250   0.118804   -0.001358
