43.108 -23.32156541
43.432 -23.31784312
43.756 -23.31416550
44.080 -23.31053119
44.404 -23.30694810
44.728 -23.30340969
45.053 -23.29990193
45.377 -23.29644829
45.701 -23.29303468
46.025 -23.28966117
46.349 -23.28632831
46.673 -23.28303694
46.997 -23.27978264
47.321 -23.27656633
47.646 -23.27337485
80.13 -24.01886855
79.96 -24.01893359
79.78 -24.01899411
79.61 -24.01904044
79.43 -24.01907919
79.25 -24.01910757
79.08 -24.01912192
78.90 -24.01912811
78.72 -24.01912163
78.55 -24.01910663
