4.6734270 3.094 273.5 -48.09170221
4.6764519 3.088 273.5 -48.09180573
4.6799908 3.081 273.5 -48.09191670
4.6835405 3.074 273.5 -48.09199811
4.6871010 3.067 273.5 -48.09205801
4.6906723 3.060 273.5 -48.09208891
4.6937421 3.054 273.5 -48.09209941
4.6973337 3.047 273.5 -48.09209452
4.7009364 3.040 273.5 -48.09206520
4.7045501 3.033 273.5 -48.09200857
4.6665820 3.094 272.3 -48.09149355
4.6696024 3.088 272.3 -48.09163922
4.6731362 3.081 272.3 -48.09178562
4.6766807 3.074 272.3 -48.09191244
4.6802359 3.067 272.3 -48.09201360
4.6838020 3.060 272.3 -48.09209349
4.6868673 3.054 272.3 -48.09214250
4.6904537 3.047 272.3 -48.09217657
4.6940511 3.040 272.3 -48.09218594
4.6976595 3.033 272.3 -48.09217700
4.6597168 3.094 271.1 -48.09120156
4.6627328 3.088 271.1 -48.09138190
4.6662614 3.081 271.1 -48.09157254
4.6698006 3.074 271.1 -48.09174001
4.6733507 3.067 271.1 -48.09188656
4.6769115 3.060 271.1 -48.09201006
4.6799723 3.054 271.1 -48.09209456
4.6835534 3.047 271.1 -48.09217596
4.6871455 3.040 271.1 -48.09223286
4.6907486 3.033 271.1 -48.09226238
4.6528314 3.094 269.9 -48.09081616
4.6558429 3.088 269.9 -48.09103652
4.6593663 3.081 269.9 -48.09127245
4.6629003 3.074 269.9 -48.09148798
4.6664451 3.067 269.9 -48.09167866
4.6700007 3.060 269.9 -48.09184348
4.6730569 3.054 269.9 -48.09196509
4.6766327 3.047 269.9 -48.09208926
4.6802195 3.040 269.9 -48.09218736
4.6838173 3.033 269.9 -48.09226526
4.6459255 3.094 268.7 -48.09033988
4.6489326 3.088 268.7 -48.09059962
4.6524507 3.081 268.7 -48.09088391
4.6559795 3.074 268.7 -48.09114298
4.6595190 3.067 268.7 -48.09137847
4.6630693 3.060 268.7 -48.09158612
4.6661210 3.054 268.7 -48.09174768
4.6696915 3.047 268.7 -48.09191763
4.6732730 3.040 268.7 -48.09205872
4.6768654 3.033 268.7 -48.09217724
4.7858762 2.945250 279.6 -48.08460831
4.8028778 2.914083 279.6 -48.08181220
4.8201231 2.882917 279.6 -48.07851763
4.8376194 2.851750 279.6 -48.07472840
4.8553725 2.820583 279.6 -48.07042849
4.8733885 2.789417 279.6 -48.06561891
4.8916755 2.758250 279.6 -48.06027685
4.9102401 2.727083 279.6 -48.05440006
4.9290891 2.695917 279.6 -48.04797881
4.9482316 2.664750 279.6 -48.04098864
4.7790196 2.945250 278.4 -48.08568300
4.7959969 2.914083 278.4 -48.08305374
4.8132175 2.882917 278.4 -48.07993078
4.8306887 2.851750 278.4 -48.07631579
4.8484163 2.820583 278.4 -48.07218376
4.8664065 2.789417 278.4 -48.06753977
4.8846673 2.758250 278.4 -48.06236603
4.9032053 2.727083 278.4 -48.05665221
4.9220274 2.695917 278.4 -48.05038740
4.9411425 2.664750 278.4 -48.04356100
4.7721433 2.945250 277.2 -48.08667721
4.7890962 2.914083 277.2 -48.08422257
4.8062920 2.882917 277.2 -48.08128394
4.8237380 2.851750 277.2 -48.07783826
4.8414402 2.820583 277.2 -48.07387830
4.8594045 2.789417 277.2 -48.06940604
4.8776390 2.758250 277.2 -48.06439864
4.8961504 2.727083 277.2 -48.05884742
4.9149453 2.695917 277.2 -48.05274461
4.9340329 2.664750 277.2 -48.04607928
4.7652471 2.945250 276.0 -48.08760095
4.7821755 2.914083 276.0 -48.08533124
4.7993465 2.882917 276.0 -48.08256677
4.8167673 2.851750 276.0 -48.07929347
4.8344439 2.820583 276.0 -48.07551032
4.8523822 2.789417 276.0 -48.07120790
4.8705904 2.758250 276.0 -48.06637273
4.8890750 2.727083 276.0 -48.06098688
4.9078428 2.695917 276.0 -48.05504883
4.9269028 2.664750 276.0 -48.04854549
4.7583309 2.945250 274.8 -48.08845071
4.7752348 2.914083 274.8 -48.08636693
4.7923808 2.882917 274.8 -48.08378388
4.8097763 2.851750 274.8 -48.08068647
4.8274272 2.820583 274.8 -48.07707949
4.8453396 2.789417 274.8 -48.07294785
4.8635213 2.758250 274.8 -48.06828245
4.8819791 2.727083 274.8 -48.06306820
4.9007197 2.695917 274.8 -48.05729861
4.9197520 2.664750 274.8 -48.05095694
4.7508156 2.945250 273.5 -48.08929392
4.7676928 2.914083 273.5 -48.08740418
4.7848117 2.882917 273.5 -48.08501959
4.8021798 2.851750 273.5 -48.08211851
4.8198028 2.820583 273.5 -48.07870520
4.8376868 2.789417 273.5 -48.07476190
4.8558399 2.758250 273.5 -48.07028368
4.8742685 2.727083 273.5 -48.06526013
4.8929795 2.695917 273.5 -48.05967098
4.9119817 2.664750 273.5 -48.05351393
4.7438573 2.945250 272.3 -48.08999366
4.7607097 2.914083 272.3 -48.08829514
4.7778036 2.882917 272.3 -48.08609088
4.7951462 2.851750 272.3 -48.08337527
4.8127434 2.820583 272.3 -48.08013794
4.8306012 2.789417 272.3 -48.07637402
4.8487277 2.758250 272.3 -48.07206982
4.8671293 2.727083 272.3 -48.06721863
4.8858129 2.695917 272.3 -48.06179936
4.9047873 2.664750 272.3 -48.05581622
4.7368784 2.945250 271.1 -48.09061850
4.7537060 2.914083 271.1 -48.08910610
4.7707748 2.882917 271.1 -48.08708574
4.7880919 2.851750 271.1 -48.08455561
4.8056632 2.820583 271.1 -48.08150357
4.8234948 2.789417 271.1 -48.07791804
4.8415946 2.758250 271.1 -48.07378733
4.8599691 2.727083 271.1 -48.06911338
4.8786252 2.695917 271.1 -48.06387204
4.8975717 2.664750 271.1 -48.05805964
4.7298790 2.945250 269.9 -48.09116423
4.7466817 2.914083 269.9 -48.08984512
4.7637252 2.882917 269.9 -48.08801126
4.7810168 2.851750 269.9 -48.08566792
4.7985621 2.820583 269.9 -48.08279939
4.8163673 2.789417 269.9 -48.07939327
4.8344404 2.758250 269.9 -48.07544908
4.8527878 2.727083 269.9 -48.07094924
4.8714163 2.695917 269.9 -48.06588593
4.8903348 2.664750 269.9 -48.06024838
4.7228587 2.945250 268.7 -48.09162710
4.7396365 2.914083 268.7 -48.09049910
4.7566548 2.882917 268.7 -48.08885858
4.7739206 2.851750 268.7 -48.08670371
4.7914400 2.820583 268.7 -48.08402250
4.8092187 2.789417 268.7 -48.08080665
4.8272649 2.758250 268.7 -48.07703872
4.8455851 2.727083 268.7 -48.07271540
4.8641860 2.695917 268.7 -48.06783384
4.8830764 2.664750 268.7 -48.06237165
